Iteration,Symbol,Train R2 RF,Test R2 RF,Train R2 XGB,Test R2 XGB,Train R2 LR,Test R2 LR,Train R2 Ensemble,Test R2 Ensemble
1,ADBE,0.823566920872032,-0.30458902382562525,0.9907855802111737,-0.27329994697446325,0.5145687380835281,-32.02907023290772,0.8591847773151284,-2.47439325650197
2,ADBE,0.855679009299247,-0.040879455619103,0.9836907420066634,0.057365083824764684,0.5324774476382205,-0.43993870632892396,0.8666242161549285,-0.016930602731573208
3,ADBE,0.8395602335617511,-18.96167338614709,0.9898698052703868,-126.28053670863605,0.4243277359640665,-4.184171604310326,0.8438246082242833,-29.848079236057448
4,ADBE,0.8601753596437807,-5.951426491886851,0.9872658702175607,-54.03811268428801,0.536296634456666,-10.442862112504042,0.8707202681345955,-16.485956591613263
5,ADBE,0.8475694017625219,-0.019950534496213645,0.9849905012346654,-0.6930345515083831,0.4217157083265797,-1.1137497902397642,0.8366628452545708,-0.27260224171541103
6,ADBE,0.8811900427280086,-1.3744614244589757,0.9848430562486382,-2.560122181562611,0.7543602449709214,-10.356432579197019,0.921518000408355,-3.273875563059338
7,ADBE,0.8120028210728883,0.027676340459688253,0.9850467596044788,-0.16045693626062496,0.4719273306680234,-0.05682368255065451,0.8354257621432002,0.006489756440189676
