Date,Close,Type,Symbol
2019-07-01,45.45000076293945,Historical,AOS
2019-08-01,46.52000045776367,Historical,AOS
2019-09-01,47.709999084472656,Historical,AOS
2019-10-01,49.68000030517578,Historical,AOS
2019-11-01,48.400001525878906,Historical,AOS
2019-12-01,47.63999938964844,Historical,AOS
2020-01-01,42.68999862670898,Historical,AOS
2020-02-01,39.54999923706055,Historical,AOS
2020-03-01,37.810001373291016,Historical,AOS
2020-04-01,42.380001068115234,Historical,AOS
2020-05-01,47.5,Historical,AOS
2020-06-01,47.119998931884766,Historical,AOS
2020-07-01,48.13999938964844,Historical,AOS
2020-08-01,48.970001220703125,Historical,AOS
2020-09-01,52.79999923706055,Historical,AOS
2020-10-01,51.68999862670898,Historical,AOS
2020-11-01,56.310001373291016,Historical,AOS
2020-12-01,54.81999969482422,Historical,AOS
2021-01-01,54.29999923706055,Historical,AOS
2021-02-01,59.369998931884766,Historical,AOS
2021-03-01,67.61000061035156,Historical,AOS
2021-04-01,67.75,Historical,AOS
2021-05-01,71.06999969482422,Historical,AOS
2021-06-01,72.05999755859375,Historical,AOS
2021-07-01,70.33000183105469,Historical,AOS
2021-08-01,72.72000122070312,Historical,AOS
2021-09-01,61.06999969482422,Historical,AOS
2021-10-01,73.06999969482422,Historical,AOS
2021-11-01,79.05000305175781,Historical,AOS
2021-12-01,85.8499984741211,Historical,AOS
2022-01-01,76.41999816894531,Historical,AOS
2022-02-01,68.58000183105469,Historical,AOS
2022-03-01,63.88999938964844,Historical,AOS
2022-04-01,58.43000030517578,Historical,AOS
2022-05-01,60.119998931884766,Historical,AOS
2022-06-01,54.68000030517578,Historical,AOS
2022-07-01,63.27000045776367,Historical,AOS
2022-08-01,56.45000076293945,Historical,AOS
2022-09-01,48.58000183105469,Historical,AOS
2022-10-01,54.77999877929688,Historical,AOS
2022-11-01,60.7400016784668,Historical,AOS
2022-12-01,57.2400016784668,Historical,AOS
2023-01-01,67.69999694824219,Historical,AOS
2023-02-01,65.62999725341797,Historical,AOS
2023-03-01,69.1500015258789,Historical,AOS
2023-04-01,68.29000091552734,Historical,AOS
2023-05-01,63.93999862670898,Historical,AOS
2023-06-01,72.77999877929688,Historical,AOS
2023-07-01,72.62999725341797,Historical,AOS
2023-08-01,72.5,Historical,AOS
2023-09-01,66.12999725341797,Historical,AOS
2023-10-01,69.76000213623047,Historical,AOS
2023-11-01,75.36000061035156,Historical,AOS
2023-12-01,82.44000244140625,Historical,AOS
2024-01-01,77.61000061035156,Historical,AOS
2024-02-01,82.9000015258789,Historical,AOS
2024-03-01,89.45999908447266,Historical,AOS
2024-04-01,82.83999633789062,Historical,AOS
2024-05-01,83.63999938964844,Historical,AOS
2024-06-01,81.58999633789062,Historical,AOS
2024-07-01,81.20499360508916,Forecast,AOS
2024-08-01,70.33625865240802,Forecast,AOS
2024-09-01,84.24974254885551,Forecast,AOS
2024-10-01,84.82493589176374,Forecast,AOS
2024-11-01,77.58652582894823,Forecast,AOS
2024-12-01,78.68059344746351,Forecast,AOS
