Date,Close,Type,Symbol
2019-07-01,60.90999984741211,Historical,GOOGL
2019-08-01,59.5265007019043,Historical,GOOGL
2019-09-01,61.05699920654297,Historical,GOOGL
2019-10-01,62.93999862670898,Historical,GOOGL
2019-11-01,65.20449829101562,Historical,GOOGL
2019-12-01,66.96949768066406,Historical,GOOGL
2020-01-01,71.63899993896484,Historical,GOOGL
2020-02-01,66.9625015258789,Historical,GOOGL
2020-03-01,58.09749984741211,Historical,GOOGL
2020-04-01,67.33499908447266,Historical,GOOGL
2020-05-01,71.6760025024414,Historical,GOOGL
2020-06-01,70.90249633789062,Historical,GOOGL
2020-07-01,74.39749908447266,Historical,GOOGL
2020-08-01,81.47650146484375,Historical,GOOGL
2020-09-01,73.27999877929688,Historical,GOOGL
2020-10-01,80.80549621582031,Historical,GOOGL
2020-11-01,87.72000122070312,Historical,GOOGL
2020-12-01,87.63200378417969,Historical,GOOGL
2021-01-01,91.36799621582033,Historical,GOOGL
2021-02-01,101.09549713134766,Historical,GOOGL
2021-03-01,103.1259994506836,Historical,GOOGL
2021-04-01,117.6750030517578,Historical,GOOGL
2021-05-01,117.84249877929688,Historical,GOOGL
2021-06-01,122.0895004272461,Historical,GOOGL
2021-07-01,134.72650146484375,Historical,GOOGL
2021-08-01,144.69749450683594,Historical,GOOGL
2021-09-01,133.67599487304688,Historical,GOOGL
2021-10-01,148.04600524902344,Historical,GOOGL
2021-11-01,141.8975067138672,Historical,GOOGL
2021-12-01,144.8520050048828,Historical,GOOGL
2022-01-01,135.30349731445312,Historical,GOOGL
2022-02-01,135.0570068359375,Historical,GOOGL
2022-03-01,139.0675048828125,Historical,GOOGL
2022-04-01,114.1094970703125,Historical,GOOGL
2022-05-01,113.76200103759766,Historical,GOOGL
2022-06-01,108.96299743652344,Historical,GOOGL
2022-07-01,116.31999969482422,Historical,GOOGL
2022-08-01,108.22000122070312,Historical,GOOGL
2022-09-01,95.6500015258789,Historical,GOOGL
2022-10-01,94.51000213623048,Historical,GOOGL
2022-11-01,100.98999786376952,Historical,GOOGL
2022-12-01,88.2300033569336,Historical,GOOGL
2023-01-01,98.83999633789062,Historical,GOOGL
2023-02-01,90.05999755859375,Historical,GOOGL
2023-03-01,103.7300033569336,Historical,GOOGL
2023-04-01,107.33999633789062,Historical,GOOGL
2023-05-01,122.87000274658205,Historical,GOOGL
2023-06-01,119.6999969482422,Historical,GOOGL
2023-07-01,132.72000122070312,Historical,GOOGL
2023-08-01,136.1699981689453,Historical,GOOGL
2023-09-01,130.86000061035156,Historical,GOOGL
2023-10-01,124.08000183105467,Historical,GOOGL
2023-11-01,132.52999877929688,Historical,GOOGL
2023-12-01,139.69000244140625,Historical,GOOGL
2024-01-01,140.10000610351562,Historical,GOOGL
2024-02-01,138.4600067138672,Historical,GOOGL
2024-03-01,150.92999267578125,Historical,GOOGL
2024-04-01,162.77999877929688,Historical,GOOGL
2024-05-01,172.5,Historical,GOOGL
2024-06-01,176.6199951171875,Historical,GOOGL
2024-07-01,177.68153628333252,Forecast,GOOGL
2024-08-01,153.24449595878409,Forecast,GOOGL
2024-09-01,164.99758875190352,Forecast,GOOGL
2024-10-01,155.75175731702862,Forecast,GOOGL
2024-11-01,157.92166926640502,Forecast,GOOGL
2024-12-01,165.36513486051328,Forecast,GOOGL
