category,datetime,headline,id,image,related,source,summary,url
company,2023-12-05 17:54:00,American Electric Power Co. Inc. stock underperforms Tuesday when compared to competitors,124319101,https://images.mktw.net/im-220105/social,AEP,MarketWatch,"Shares of American Electric Power Co. Inc. slipped 1.02% to $79.31 Tuesday, on what proved to be an all-around dismal trading session for the stock market,...",https://finnhub.io/api/news?id=c4603562acb5a615b1d547e421750b9123e6e1defde9549def02ebae6243a9d2
company,2023-12-04 17:54:00,"American Electric Power Co. Inc. stock falls Monday, still outperforms market",124319102,https://images.mktw.net/im-220105/social,AEP,MarketWatch,"Shares of American Electric Power Co. Inc. slipped 0.47% to $80.13 Monday, on what proved to be an all-around rough trading session for the stock market,...",https://finnhub.io/api/news?id=83c54d0f97669ad8c1c0d493ad6f3f9fdf2194f5373e0c3c8f77b28ef3393c29
company,2023-12-04 08:45:00,3 Top Dividend Stock Picks For December,124274659,https://media.gettyimages.com/id/687811036/photo/hello-december-sign.jpg?b=1&s=170667a&w=0&k=20&c=gtzojuPD0zJoF6mujNDDajtnqDvm_TN-lAOfQjfKQV8=,AEP,SeekingAlpha,"Dividend stocks are today heavily discounted. Opportunities are abundant in REITs, MLPs, and utilities. Find out 3 of the best opportunities for December.",https://finnhub.io/api/news?id=83523096e864ae11a48ae43320d4e01904e6546c85ae8ab48b9e79356701d110
company,2023-12-04 05:20:00,"If You Can Only Buy One Long-Term Stock in December, It Better Be One of These 3 Names",124278304,,AEP,InvestorPlace,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=20a236396eee5d47288bfa7dd10255c700fd05172b790b7343432207fc740b03
company,2023-12-06 17:55:00,American Electric Power Co. Inc. stock underperforms Wednesday when compared to competitors despite daily gains,124421649,https://images.mktw.net/im-220105/social,AEP,MarketWatch,"Shares of American Electric Power Co. Inc. rose 1.32% to $80.36 Wednesday, on what proved to be an all-around poor trading session for the stock market, with...",https://finnhub.io/api/news?id=d2abb6b3bc57fa3c139c95f7c37c9ede56895f4c354e8f95aba2a137d60c1264
company,2023-12-06 09:14:00,Cramer's Top Auto Pick After 'Very Big Spike': 'By Far The Best Of The Group',124333136,,AEP,Benzinga,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=eeead4acc8525404324498d36aab9fa451f4709b9d52631f39f1f1f93905a035
company,2023-12-06 08:05:00,Billionaire Jeffrey Gundlach Says Sell The Magnificent Seven: Buy XLU Instead,124328990,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/857246122/image_857246122.jpg?io=getty-c-w1536,AEP,SeekingAlpha,This billionaire investor favors diversification and smaller-sized companies over market cap-weighted ETFs like SPY and VOO. Click here to read more.,https://finnhub.io/api/news?id=a6747bf76a6659520b1ff82e291cbaafc04e514660a814152ed8b251d31f9c35
company,2023-12-06 04:38:00,"American Electric Power Now #189 Largest Company, Surpassing Valero Energy",124362517,,AEP,The Online Investor,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=7f8546a54661dd206c3d3fa042d144fec2c748b15ec99720914d4fca850bfd6b
company,2023-12-05 17:54:00,American Electric Power Co. Inc. stock underperforms Tuesday when compared to competitors,124319101,https://images.mktw.net/im-220105/social,AEP,MarketWatch,"Shares of American Electric Power Co. Inc. slipped 1.02% to $79.31 Tuesday, on what proved to be an all-around dismal trading session for the stock market,...",https://finnhub.io/api/news?id=c4603562acb5a615b1d547e421750b9123e6e1defde9549def02ebae6243a9d2
company,2023-12-07 17:55:00,American Electric Power Co. Inc. stock outperforms competitors despite losses on the day,124421648,https://images.mktw.net/im-220105/social,AEP,MarketWatch,"Shares of American Electric Power Co. Inc. shed 0.20% to $80.20 Thursday, on what proved to be an all-around favorable trading session for the stock market,...",https://finnhub.io/api/news?id=7f7dda46e780b830cce27abab3d43cc1584329c0dbeccfd0c837d978c05becde
company,2023-12-06 17:55:00,American Electric Power Co. Inc. stock underperforms Wednesday when compared to competitors despite daily gains,124421649,https://images.mktw.net/im-220105/social,AEP,MarketWatch,"Shares of American Electric Power Co. Inc. rose 1.32% to $80.36 Wednesday, on what proved to be an all-around poor trading session for the stock market, with...",https://finnhub.io/api/news?id=d2abb6b3bc57fa3c139c95f7c37c9ede56895f4c354e8f95aba2a137d60c1264
company,2023-12-06 09:14:00,Cramer's Top Auto Pick After 'Very Big Spike': 'By Far The Best Of The Group',124333136,,AEP,Benzinga,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=eeead4acc8525404324498d36aab9fa451f4709b9d52631f39f1f1f93905a035
company,2023-12-06 08:05:00,Billionaire Jeffrey Gundlach Says Sell The Magnificent Seven: Buy XLU Instead,124328990,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/857246122/image_857246122.jpg?io=getty-c-w1536,AEP,SeekingAlpha,This billionaire investor favors diversification and smaller-sized companies over market cap-weighted ETFs like SPY and VOO. Click here to read more.,https://finnhub.io/api/news?id=a6747bf76a6659520b1ff82e291cbaafc04e514660a814152ed8b251d31f9c35
company,2023-12-06 04:38:00,"American Electric Power Now #189 Largest Company, Surpassing Valero Energy",124362517,,AEP,The Online Investor,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=7f8546a54661dd206c3d3fa042d144fec2c748b15ec99720914d4fca850bfd6b
company,2023-12-08 17:54:00,"American Electric Power Co. Inc. stock falls Friday, underperforms market",124421646,https://images.mktw.net/im-220105/social,AEP,MarketWatch,"Shares of American Electric Power Co. Inc. shed 0.70% to $79.64 Friday, on what proved to be an all-around great trading session for the stock market, with...",https://finnhub.io/api/news?id=e27b833bfa16d7779864a3b8cebc812e9c706d3030d582842fd7ec394b4f4273
company,2023-12-08 05:08:00,American Electric awarded $315.9M Defense Logistics Agency contract,124413408,,AEP,Thefly.com,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=d036621c7be94101003b7230bb7d26252b870d43f53f9117988a4faddab845ff
company,2023-12-07 17:55:00,American Electric Power Co. Inc. stock outperforms competitors despite losses on the day,124421648,https://images.mktw.net/im-220105/social,AEP,MarketWatch,"Shares of American Electric Power Co. Inc. shed 0.20% to $80.20 Thursday, on what proved to be an all-around favorable trading session for the stock market,...",https://finnhub.io/api/news?id=7f7dda46e780b830cce27abab3d43cc1584329c0dbeccfd0c837d978c05becde
company,2023-12-09 14:00:00,XLU: Please Don't Wait Until The Fed Cuts Before Buying,124412575,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1283384596/image_1283384596.jpg?io=getty-c-w1536,AEP,SeekingAlpha,"Learn why the Utilities Select Sector SPDR ETF is poised for a recovery and outperformance against the S&P 500, with attractive dividend yield. Click to read.",https://finnhub.io/api/news?id=afab4c0a7ba0f69d781415317e87ac2d3b6b6c50ed920cb206ffccc5c9e9edf3
company,2023-12-08 17:54:00,"American Electric Power Co. Inc. stock falls Friday, underperforms market",124421646,https://images.mktw.net/im-220105/social,AEP,MarketWatch,"Shares of American Electric Power Co. Inc. shed 0.70% to $79.64 Friday, on what proved to be an all-around great trading session for the stock market, with...",https://finnhub.io/api/news?id=e27b833bfa16d7779864a3b8cebc812e9c706d3030d582842fd7ec394b4f4273
company,2023-12-08 05:08:00,American Electric awarded $315.9M Defense Logistics Agency contract,124413408,,AEP,Thefly.com,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=d036621c7be94101003b7230bb7d26252b870d43f53f9117988a4faddab845ff
company,2023-12-09 14:00:00,XLU: Please Don't Wait Until The Fed Cuts Before Buying,124412575,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1283384596/image_1283384596.jpg?io=getty-c-w1536,AEP,SeekingAlpha,"Learn why the Utilities Select Sector SPDR ETF is poised for a recovery and outperformance against the S&P 500, with attractive dividend yield. Click to read.",https://finnhub.io/api/news?id=afab4c0a7ba0f69d781415317e87ac2d3b6b6c50ed920cb206ffccc5c9e9edf3
company,2023-12-11 17:54:00,"American Electric Power Co. Inc. stock rises Monday, outperforms market",124471374,https://images.mktw.net/im-220105/social,AEP,MarketWatch,"Shares of American Electric Power Co. Inc. rose 1.07% to $80.49 Monday, on what proved to be an all-around favorable trading session for the stock market,...",https://finnhub.io/api/news?id=2f49b5666806b936c0169e41604e2ea543ddf36b6b49e750788726f43d82c8aa
company,2023-12-11 13:48:00,American Electric bags $315.9M Defense Logistics Agency contract,124443105,,AEP,Seeking Alpha,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=5a23e69e1796891a2b5cd90a605a66347f3e9f9c5b09617f06bc4d6a8b482c48
company,2023-12-12 17:54:00,"American Electric Power Co. Inc. stock falls Tuesday, underperforms market",124471371,https://images.mktw.net/im-220105/social,AEP,MarketWatch,"Shares of American Electric Power Co. Inc. slumped 0.61% to $80.00 Tuesday, on what proved to be an all-around great trading session for the stock market,...",https://finnhub.io/api/news?id=8fee07251eb0f4206b1ddcd6731ad729120aa9bd77d50c59318e5bcb788f5c31
company,2023-12-11 17:54:00,"American Electric Power Co. Inc. stock rises Monday, outperforms market",124471374,https://images.mktw.net/im-220105/social,AEP,MarketWatch,"Shares of American Electric Power Co. Inc. rose 1.07% to $80.49 Monday, on what proved to be an all-around favorable trading session for the stock market,...",https://finnhub.io/api/news?id=2f49b5666806b936c0169e41604e2ea543ddf36b6b49e750788726f43d82c8aa
company,2023-12-11 13:48:00,American Electric bags $315.9M Defense Logistics Agency contract,124443105,,AEP,Seeking Alpha,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=5a23e69e1796891a2b5cd90a605a66347f3e9f9c5b09617f06bc4d6a8b482c48
company,2023-12-13 17:54:00,American Electric Power Co. Inc. stock underperforms Wednesday when compared to competitors despite daily gains,124560173,https://images.mktw.net/im-220105/social,AEP,MarketWatch,"Shares of American Electric Power Co. Inc. advanced 4.46% to $83.57 Wednesday, on what proved to be an all-around positive trading session for the stock...",https://finnhub.io/api/news?id=ee6c9a4934d476e02bd55441f22c5434feec222c7e4165cdfcb187854199c748
company,2023-12-13 08:19:00,How Is The Market Feeling About American Electric Power?,124504076,,AEP,Benzinga,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=5d94d23bfdb06a72cf85dda8e6cab608418b1f0da9380c594b82a89414a35503
company,2023-12-12 17:54:00,"American Electric Power Co. Inc. stock falls Tuesday, underperforms market",124471371,https://images.mktw.net/im-220105/social,AEP,MarketWatch,"Shares of American Electric Power Co. Inc. slumped 0.61% to $80.00 Tuesday, on what proved to be an all-around great trading session for the stock market,...",https://finnhub.io/api/news?id=8fee07251eb0f4206b1ddcd6731ad729120aa9bd77d50c59318e5bcb788f5c31
company,2023-12-14 17:54:00,American Electric Power Co. Inc. stock underperforms Thursday when compared to competitors,124560172,https://images.mktw.net/im-220105/social,AEP,MarketWatch,"Shares of American Electric Power Co. Inc. slid 0.29% to $83.33 Thursday, on what proved to be an all-around positive trading session for the stock market,...",https://finnhub.io/api/news?id=8c0dc0705c8490bab268482487bd1b596846895b7c2a5a352ecf8b66d9bc411d
company,2023-12-14 06:55:00,Utility Stocks For Income And Growth Thanks To Rising Interest Rates,124526057,,AEP,TalkMarkets,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=e449503ea343faf36cd6313c464c67c280ce303f31561fa488070566b25b1f3e
company,2023-12-13 17:54:00,American Electric Power Co. Inc. stock underperforms Wednesday when compared to competitors despite daily gains,124560173,https://images.mktw.net/im-220105/social,AEP,MarketWatch,"Shares of American Electric Power Co. Inc. advanced 4.46% to $83.57 Wednesday, on what proved to be an all-around positive trading session for the stock...",https://finnhub.io/api/news?id=ee6c9a4934d476e02bd55441f22c5434feec222c7e4165cdfcb187854199c748
company,2023-12-13 08:19:00,How Is The Market Feeling About American Electric Power?,124504076,,AEP,Benzinga,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=5d94d23bfdb06a72cf85dda8e6cab608418b1f0da9380c594b82a89414a35503
company,2023-12-15 17:54:00,"American Electric Power Co. Inc. stock falls Friday, underperforms market",124560171,https://images.mktw.net/im-220105/social,AEP,MarketWatch,"Shares of American Electric Power Co. Inc. slid 1.32% to $82.23 Friday, on what proved to be an all-around mixed trading session for the stock market, with...",https://finnhub.io/api/news?id=d2fa504f58875f0176b7e6c5f3605367157aa03465af98207903d3a2a095484f
company,2023-12-15 02:54:00,3 Stocks to Buy for a Cooling Job Market,124564637,,AEP,InvestorPlace,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=b623ffae1f94df6b0a3e3dfb009aafc14f52a060b08e21435d14a5066860315c
company,2023-12-14 17:54:00,American Electric Power Co. Inc. stock underperforms Thursday when compared to competitors,124560172,https://images.mktw.net/im-220105/social,AEP,MarketWatch,"Shares of American Electric Power Co. Inc. slid 0.29% to $83.33 Thursday, on what proved to be an all-around positive trading session for the stock market,...",https://finnhub.io/api/news?id=8c0dc0705c8490bab268482487bd1b596846895b7c2a5a352ecf8b66d9bc411d
company,2023-12-14 06:55:00,Utility Stocks For Income And Growth Thanks To Rising Interest Rates,124526057,,AEP,TalkMarkets,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=e449503ea343faf36cd6313c464c67c280ce303f31561fa488070566b25b1f3e
company,2023-12-15 17:54:00,"American Electric Power Co. Inc. stock falls Friday, underperforms market",124560171,https://images.mktw.net/im-220105/social,AEP,MarketWatch,"Shares of American Electric Power Co. Inc. slid 1.32% to $82.23 Friday, on what proved to be an all-around mixed trading session for the stock market, with...",https://finnhub.io/api/news?id=d2fa504f58875f0176b7e6c5f3605367157aa03465af98207903d3a2a095484f
company,2023-12-15 02:54:00,3 Stocks to Buy for a Cooling Job Market,124564637,,AEP,InvestorPlace,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=b623ffae1f94df6b0a3e3dfb009aafc14f52a060b08e21435d14a5066860315c
company,2023-12-18 21:00:00,RSPU: Utilities Dashboard For December,124596473,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1056440362/image_1056440362.jpg?io=getty-c-w1536,AEP,SeekingAlpha,The utilities sector is close to 11-year averages regarding valuation and quality metrics. Water utilities are moderately overvalued. Read more on RSPU ETF here.,https://finnhub.io/api/news?id=85948278bf041b8ca59e2579244a770817cf825c1c26b0518e5c714b8e90c562
company,2023-12-18 17:54:00,American Electric Power Co. Inc. stock outperforms competitors despite losses on the day,124620741,https://images.mktw.net/im-220105/social,AEP,MarketWatch,"Shares of American Electric Power Co. Inc. sank 0.61% to $81.73 Monday, on what proved to be an all-around mixed trading session for the stock market, with...",https://finnhub.io/api/news?id=f466d5bb0ef9d69f40cd3b44ba029e2e97c5156605debe673e11f2b24d3f3abb
company,2023-12-18 12:39:00,"Black Hills Corporation: Undervalued Share And Rising Dividend, But Slower Growth Ahead",124611299,,AEP,Seeking Alpha,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=5470d2cd649fc7f3ae9457fb744620c9fec40dd2e443ef4d086c4e2da9c02adf
company,2023-12-19 17:55:00,"American Electric Power Co. Inc. stock rises Tuesday, still underperforms market",124620739,https://images.mktw.net/im-220105/social,AEP,MarketWatch,"Shares of American Electric Power Co. Inc. inched 0.49% higher to $82.13 Tuesday, on what proved to be an all-around favorable trading session for the stock...",https://finnhub.io/api/news?id=2bf20775a39812945c674be9efe75500b8f2ba2db08c2205b424620674a853aa
company,2023-12-19 08:34:47,American Electric Power: Attractive Transmission Assets,124604157,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1398110209/image_1398110209.jpg?io=getty-c-w1536,AEP,SeekingAlpha,American Electric Power (AEP) operates in four groups and has been affected by competitive rate pressures in the utility sector. Click here to read more.,https://finnhub.io/api/news?id=6ea099140273372f7e5d0df80c69fa3ffd6b76b089a61432b987c8f17d4d8e63
company,2023-12-19 01:33:05,"Black Hills Corporation: Undervalued Share And Rising Dividend, But Slower Growth Ahead",124600973,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/993981232/image_993981232.jpg?io=getty-c-w1536,AEP,SeekingAlpha,Black Hills plans to increase its dividend again in January 2024. Read why BKH stock is a buy-and-hold dividend stock and is an attractive long-term investment.,https://finnhub.io/api/news?id=230bde605a57b2b13969fc767cb497bb612476cd88f8b1ece483a5aea461087a
company,2023-12-18 21:00:00,RSPU: Utilities Dashboard For December,124596473,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1056440362/image_1056440362.jpg?io=getty-c-w1536,AEP,SeekingAlpha,The utilities sector is close to 11-year averages regarding valuation and quality metrics. Water utilities are moderately overvalued. Read more on RSPU ETF here.,https://finnhub.io/api/news?id=85948278bf041b8ca59e2579244a770817cf825c1c26b0518e5c714b8e90c562
company,2023-12-18 17:54:00,American Electric Power Co. Inc. stock outperforms competitors despite losses on the day,124620741,https://images.mktw.net/im-220105/social,AEP,MarketWatch,"Shares of American Electric Power Co. Inc. sank 0.61% to $81.73 Monday, on what proved to be an all-around mixed trading session for the stock market, with...",https://finnhub.io/api/news?id=f466d5bb0ef9d69f40cd3b44ba029e2e97c5156605debe673e11f2b24d3f3abb
company,2023-12-20 17:54:00,"American Electric Power Co. Inc. stock falls Wednesday, underperforms market",124660707,https://images.mktw.net/im-220105/social,AEP,MarketWatch,"Shares of American Electric Power Co. Inc. slid 2.20% to $80.32 Wednesday, on what proved to be an all-around poor trading session for the stock market, with...",https://finnhub.io/api/news?id=82158678189d2e95d0fb3e308298f0230016591feaca9e8bee9ca68aef683a53
company,2023-12-20 07:53:00,"American Electric price target raised by $1 at Mizuho, here's why",124655007,,AEP,Thefly.com,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=de67569cb87f6e56f8277ef3f94b582cc7e1167e28910508bc14bd52c01ab911
company,2023-12-20 04:25:00,3 Value Stocks You’ll Regret Not Buying Soon: December Edition,124655009,,AEP,InvestorPlace,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=e492cb7e56193cff34eac26484213336d230f5fea44efb525e2843793c32a9bd
company,2023-12-19 17:55:00,"American Electric Power Co. Inc. stock rises Tuesday, still underperforms market",124620739,https://images.mktw.net/im-220105/social,AEP,MarketWatch,"Shares of American Electric Power Co. Inc. inched 0.49% higher to $82.13 Tuesday, on what proved to be an all-around favorable trading session for the stock...",https://finnhub.io/api/news?id=2bf20775a39812945c674be9efe75500b8f2ba2db08c2205b424620674a853aa
company,2023-12-19 08:34:47,American Electric Power: Attractive Transmission Assets,124604157,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1398110209/image_1398110209.jpg?io=getty-c-w1536,AEP,SeekingAlpha,American Electric Power (AEP) operates in four groups and has been affected by competitive rate pressures in the utility sector. Click here to read more.,https://finnhub.io/api/news?id=6ea099140273372f7e5d0df80c69fa3ffd6b76b089a61432b987c8f17d4d8e63
company,2023-12-19 01:33:05,"Black Hills Corporation: Undervalued Share And Rising Dividend, But Slower Growth Ahead",124600973,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/993981232/image_993981232.jpg?io=getty-c-w1536,AEP,SeekingAlpha,Black Hills plans to increase its dividend again in January 2024. Read why BKH stock is a buy-and-hold dividend stock and is an attractive long-term investment.,https://finnhub.io/api/news?id=230bde605a57b2b13969fc767cb497bb612476cd88f8b1ece483a5aea461087a
company,2023-12-21 17:55:00,American Electric Power Co. Inc. stock outperforms competitors despite losses on the day,124660706,https://images.mktw.net/im-220105/social,AEP,MarketWatch,"Shares of American Electric Power Co. Inc. dropped 0.35% to $80.04 Thursday, on what proved to be an all-around favorable trading session for the stock...",https://finnhub.io/api/news?id=3de42ab49a57fb60f0bb5efadae1fe5cd06dffaf48c31a3419c1999a3336b205
company,2023-12-21 06:07:00,"U.S. weighs raising tariffs on Chinese EVs, tightens Russian oil price cap",124639376,,AEP,Seeking Alpha,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=0b6d49a6290e3c2c8319d6eb45557bf2089db8f1168ec205fefdafd8749e0261
company,2023-12-20 17:54:00,"American Electric Power Co. Inc. stock falls Wednesday, underperforms market",124660707,https://images.mktw.net/im-220105/social,AEP,MarketWatch,"Shares of American Electric Power Co. Inc. slid 2.20% to $80.32 Wednesday, on what proved to be an all-around poor trading session for the stock market, with...",https://finnhub.io/api/news?id=82158678189d2e95d0fb3e308298f0230016591feaca9e8bee9ca68aef683a53
company,2023-12-20 07:53:00,"American Electric price target raised by $1 at Mizuho, here's why",124655007,,AEP,Thefly.com,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=de67569cb87f6e56f8277ef3f94b582cc7e1167e28910508bc14bd52c01ab911
company,2023-12-20 04:25:00,3 Value Stocks You’ll Regret Not Buying Soon: December Edition,124655009,,AEP,InvestorPlace,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=e492cb7e56193cff34eac26484213336d230f5fea44efb525e2843793c32a9bd
company,2023-12-22 17:55:00,American Electric Power Co. Inc. stock outperforms competitors on strong trading day,124688355,https://images.mktw.net/im-220105/social,AEP,MarketWatch,"Shares of American Electric Power Co. Inc. inched 0.42% higher to $80.38 Friday, on what proved to be an all-around mixed trading session for the stock...",https://finnhub.io/api/news?id=95bab41829cefba7dbb3990948fd63db6bdd2d2db9e9fc28cc78ba0d466eb886
company,2023-12-21 17:55:00,American Electric Power Co. Inc. stock outperforms competitors despite losses on the day,124660706,https://images.mktw.net/im-220105/social,AEP,MarketWatch,"Shares of American Electric Power Co. Inc. dropped 0.35% to $80.04 Thursday, on what proved to be an all-around favorable trading session for the stock...",https://finnhub.io/api/news?id=3de42ab49a57fb60f0bb5efadae1fe5cd06dffaf48c31a3419c1999a3336b205
company,2023-12-21 06:07:00,"U.S. weighs raising tariffs on Chinese EVs, tightens Russian oil price cap",124639376,,AEP,Seeking Alpha,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=0b6d49a6290e3c2c8319d6eb45557bf2089db8f1168ec205fefdafd8749e0261
company,2023-12-22 17:55:00,American Electric Power Co. Inc. stock outperforms competitors on strong trading day,124688355,https://images.mktw.net/im-220105/social,AEP,MarketWatch,"Shares of American Electric Power Co. Inc. inched 0.42% higher to $80.38 Friday, on what proved to be an all-around mixed trading session for the stock...",https://finnhub.io/api/news?id=95bab41829cefba7dbb3990948fd63db6bdd2d2db9e9fc28cc78ba0d466eb886
company,2023-12-26 17:55:00,"American Electric Power Co. Inc. stock rises Tuesday, outperforms market",124748816,https://images.mktw.net/im-220105/social,AEP,MarketWatch,"Shares of American Electric Power Co. Inc. inched 0.44% higher to $80.73 Tuesday, on what proved to be an all-around great trading session for the stock...",https://finnhub.io/api/news?id=daa0d65304add9a7f16d94e125bc802137ca60bcb9b75936ccaf4de6c1247f85
company,2023-12-26 12:30:00,AEP SIGNS AGREEMENT TO SELL NEW MEXICO SOLAR ASSETS,124717899,https://media.zenfs.com/en/prnewswire.com/7ad1586e58b5ed6d490485f7c00ccb5a,AEP,Yahoo,"American Electric Power (Nasdaq: AEP) has entered into an agreement to sell its 50% interest in New Mexico Renewable Development, LLC (NMRD) to Exus North America Holdings, LLC (Exus). AEP and PNM Resources, which also owns 50% of NMRD, plan to sell the portfolio of 15 solar projects totaling 625 megawatts (MW) to Exus for approximately $230 million subject to true-up adjustments at close. AEP's share of the sale is approximately $115 million, and AEP expects to receive about $104 million in cas",https://finnhub.io/api/news?id=9f924cd4b02c34793cb9754aa0f0869abc6d7c075413904979cee2a6aeea4f2f
company,2023-12-26 10:31:00,M & A News: American Electric Power (NASDAQ:AEP) to Sell New Mexico Solar Assets to Exus,124712095,,AEP,TipRanks,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=45246b14e6b0d6aa60d2bf5880b1d356b4309541be37187d889da1258e7cf0d0
company,2023-12-26 09:25:00,Electric Company AEP and PNM Unload 50% Solar Stake for $230M in Strategic Shift,124712096,,AEP,Benzinga,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=542e533739dae4515bc7705dd548f294721a154072f64d0afc933d164e987115
company,2023-12-26 09:15:00,M & A News: American Electric Power (NASDAQ:AEP) to Sell 50% Interest in New Mexico Solar Assets to Exus,124712097,,AEP,TipRanks,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=dd90c362167cd5454b683068adc29651e5b95040117044bcdd04d33390c1738f
company,2023-12-26 09:11:00,M & A News:  American Electric Power (NASDAQ:AEP) to Sell 50% Interest in New Mexico Solar Assets to Exus,124712098,,AEP,TipRanks,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=1319a6756a92de4605160f58b4de14237e513a596cc7f6ae782f658218e42f9c
company,2023-12-26 07:49:00,"American Electric Power, PNM Resources to Sell Stakes in Joint Venture to Exus",124734916,https://mw3.wsj.net/mw5/content/logos/mw_logo_social.png,AEP,MarketWatch,By Denny Jacob American Electric Power Co. and PNM Resources have agreed to sell their stakes in joint venture New Mexico Renewable Development to Exus North...,https://finnhub.io/api/news?id=9ec50c8922fb2d32aa9320b84d2d23d98c3eef194a29e85aee6ba7562213b0bf
company,2023-12-26 07:28:00,American Electric Power sells 50% in New Mexico Renewable Development,124712100,,AEP,Seeking Alpha,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=113544891d2e4473491498f7b37484a31cc859a807bb7866af91da77a9c7a7e8
company,2023-12-26 06:45:00,American Electric to sell 50% interest in NMRD for $115M,124712101,,AEP,Thefly.com,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=8dccf241e2253f172f7644c7d15bd097266c70024a34171b2489c4adc0b2739f
company,2023-12-27 20:45:00,"APPALACHIAN POWER, WHEELING POWER SEEK APPROVAL OF SETTLEMENT AGREEMENT IN FUEL COST CASES",124729690,https://media.zenfs.com/en/prnewswire.com/7ad1586e58b5ed6d490485f7c00ccb5a,AEP,Yahoo,"American Electric Power (Nasdaq: AEP) subsidiaries Appalachian Power and Wheeling Power today filed a settlement agreement with the Public Service Commission of West Virginia (PSC) that addresses the companies' Expanded Net Energy Cost (ENEC) cases. The agreement outlines a process for recovering deferred fuel and purchased power costs, major storm restoration expenses, power plant balances and environmental compliance project expenses through securitization.",https://finnhub.io/api/news?id=784af45efbf4de15a40def1521061001ecc1a1a3e9a66251fc0daaf8161cbbc7
