category,datetime,headline,id,image,related,source,summary,url
company,2023-07-27 14:14:47,"American Electric Power Company, Inc. 2023 Q2 - Results - Earnings Call Presentation",121624043,https://static.seekingalpha.com/assets/og_image_1200-29b2bfe1a595477db6826bd2126c63ac2091efb7ec76347a8e7f81ba17e3de6c.png,AEP,SeekingAlpha,"The following slide deck was published by American Electric Power Company, Inc.",https://finnhub.io/api/news?id=2900a932581dda82adadf4332812b8ac6c940ca605542ad57b727a8b29b692dd
company,2023-07-27 10:03:07,"American Electric Power's 2Q Net Income Dips on Mild Weather, Inflation Impact",121618648,,AEP,Finnhub,"By Rob Curran 


  American Electric Power's second-quarter earnings dipped as mild weather and financial stress from inflation weighed on electricity demand in several states. 

  The Columbus,...",https://finnhub.io/api/news?id=5b50e1c0720bad921a213f458f43cbf9e19a797bf580fff39813fe6f223fbe25
company,2023-07-27 09:38:00,AEP's Q2 net income slips; sells stakes in two JV transmission projects,121684015,,AEP,Seeking Alpha,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=9ac9fcfe0b919187b9e91b53b19e9c9b7263cec66bd6474240c3de7d182a7eb2
company,2023-07-27 09:29:10,AEP : Q2 Earnings Snapshot,121618041,,AEP,Finnhub,"COLUMBUS, Ohio  — COLUMBUS, Ohio  — American Electric Power Co.  on Thursday reported second-quarter net income of $521.2 million.
  The Columbus, Ohio-based company said it had profit of...",https://finnhub.io/api/news?id=c39de818801643668f9a80a77d4cebf9d2e486d45e4df7c3a9a00b1a14a9c446
company,2023-07-27 09:24:00,AEP: Q2 Earnings Snapshot,121684016,,AEP,"Associated Press, The",Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=42956da4509ed65a40656ee4b8835f0746c833c4f34775934d5fbc8db8896939
company,2023-07-27 08:22:00,"American Electric backs FY23 operating EPS view $5.19-$5.39, consensus $5.27",121684018,,AEP,Thefly.com,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=c877a3de824adbbfe7c426189cd758626bbd940c51d0dbf60448a7bc4fad7395
company,2023-07-27 08:21:00,"American Electric reports Q2 EPS $1.13, consensus $1.12",121684019,,AEP,Thefly.com,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=2d7209ab6a8c9c34f2632e68a2f0107ac86eea7b352f0f95c549bce56c94665c
company,2023-07-27 08:09:00,"American Electric Power Non-GAAP EPS of $1.13 in-line, revenue of $4.4B misses by $290M",121684020,,AEP,Seeking Alpha,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=b605f972b88c026beb940c5b37d9d85d9c31b5bce90f484ea021edec2011a5bf
company,2023-07-27 05:53:00,"American Electric Power Co. Inc. stock falls Thursday, underperforms market",121684022,,AEP,MarketWatch,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=168ceb0b50015a13b50db2602a52e8aa13ed6f9b80f81edcf52889ea680119cb
company,2023-07-27 02:31:00,GLOBAL BRIEFING: Stocks rise on hopes Fed's hiking cycle is over,121623110,,AEP,Alliance News,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=83459855e3e5027162f6bf2beef3a2f053e386878ee520fa1cad02d15274765b
company,2023-07-28 12:22:29,AEP REPORTS SECOND-QUARTER 2023 EARNINGS; REAFFIRMS 2023 GUIDANCE,121666574,,AEP,Finnhub,"American Electric Power  today reported second-quarter 2023 earnings, prepared in accordance with Generally Accepted Accounting Principles , of $521 million or $1.01 per share, compared with GAAP...",https://finnhub.io/api/news?id=1b076be11711efac260938c5f17d1817752d950319e0e0e640dd2236b99e9dfb
company,2023-07-28 05:55:00,"American Electric Power Co. Inc. stock rises Friday, still underperforms market",121684009,,AEP,MarketWatch,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=df0fb19d4b296046fa100672e07f22be32d16ffdb145d2e5e5f685546c442b14
company,2023-07-31 22:00:00,"AMERICAN ELECTRIC POWER COMPANY, INC. TO REDEEM SENIOR NOTES",121727235,https://media.zenfs.com/en/prnewswire.com/7ad1586e58b5ed6d490485f7c00ccb5a,AEP,Yahoo,"American Electric Power Company, Inc. (Nasdaq: AEP), announced that on Aug. 30, 2023, it will redeem the entire outstanding $600 million principal amount of its Floating Rate Notes, Series A, due 2023 (CUSIP NO. 025537 AS0). The notes will be redeemed at 100 percent of the principal amount outstanding (at par value of $100 per Senior Note), plus interest through the date of redemption.",https://finnhub.io/api/news?id=e4b3f03ada1ee2f16c112400bf3900bc80793725c61c674ead9e0b6511274c58
company,2023-07-31 10:03:00,Texas power use hits another record as heatwave bakes the state,121735312,,AEP,Seeking Alpha,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=350c436d4e3422d98e631a67d75df26533da5978791cf45c3aab6f98598ec161
company,2023-07-31 08:11:00,Analysts Offer Insights on Utilities Companies: AltaGas (OtherATGFF) and American Electric Power (AEP),121717568,,AEP,TipRanks,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=326c5cdff28e5d01d7c9a10f7798aff48b9def7b1ea060eb62789ce222626acb
company,2023-07-31 05:55:00,American Electric Power Co. Inc. stock underperforms Monday when compared to competitors,121742868,,AEP,MarketWatch,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=11f3a203f4422afc87ac8cd1e42ba305b3b56bc8ad8ec579b252599771dc82b1
company,2023-07-31 05:36:00,American Electric Power to redeem $600M senior notes,121742869,,AEP,Seeking Alpha,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=205f88ffbfc22725ff4941ef5a47296139d57e3b698194e751b151f3896bb4a7
company,2023-08-01 15:20:00,AEP RECOGNIZED AS ONE OF THE BEST COMPANIES TO WORK FOR,121733545,https://media.zenfs.com/en/prnewswire.com/7ad1586e58b5ed6d490485f7c00ccb5a,AEP,Yahoo,American Electric Power (Nasdaq: AEP) was named one of the 2023-2024 Best Companies to Work For by U.S. News & World Report.,https://finnhub.io/api/news?id=eb3ea8ed5b9c9909db1091498b139603448f5647bf83664a1c472c87fee1c6eb
company,2023-08-01 05:55:00,American Electric Power Co. Inc. stock outperforms competitors despite losses on the day,121771164,,AEP,MarketWatch,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=dab40a0d2f6b908e59cdcea3b09212275a134d7e19b884525ea58e857974f45d
company,2023-07-31 22:00:00,"AMERICAN ELECTRIC POWER COMPANY, INC. TO REDEEM SENIOR NOTES",121727235,https://media.zenfs.com/en/prnewswire.com/7ad1586e58b5ed6d490485f7c00ccb5a,AEP,Yahoo,"American Electric Power Company, Inc. (Nasdaq: AEP), announced that on Aug. 30, 2023, it will redeem the entire outstanding $600 million principal amount of its Floating Rate Notes, Series A, due 2023 (CUSIP NO. 025537 AS0). The notes will be redeemed at 100 percent of the principal amount outstanding (at par value of $100 per Senior Note), plus interest through the date of redemption.",https://finnhub.io/api/news?id=e4b3f03ada1ee2f16c112400bf3900bc80793725c61c674ead9e0b6511274c58
company,2023-07-31 10:03:00,Texas power use hits another record as heatwave bakes the state,121735312,,AEP,Seeking Alpha,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=350c436d4e3422d98e631a67d75df26533da5978791cf45c3aab6f98598ec161
company,2023-07-31 08:11:00,Analysts Offer Insights on Utilities Companies: AltaGas (OtherATGFF) and American Electric Power (AEP),121717568,,AEP,TipRanks,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=326c5cdff28e5d01d7c9a10f7798aff48b9def7b1ea060eb62789ce222626acb
company,2023-07-31 05:55:00,American Electric Power Co. Inc. stock underperforms Monday when compared to competitors,121742868,,AEP,MarketWatch,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=11f3a203f4422afc87ac8cd1e42ba305b3b56bc8ad8ec579b252599771dc82b1
company,2023-07-31 05:36:00,American Electric Power to redeem $600M senior notes,121742869,,AEP,Seeking Alpha,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=205f88ffbfc22725ff4941ef5a47296139d57e3b698194e751b151f3896bb4a7
company,2023-08-02 12:34:00,Price Over Earnings Overview: American Electric Power,121771163,,AEP,Benzinga,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=71600433acb80ef58c8bce34d1521a3f065c54a9e589e655fa7bdf7e4f8e6701
company,2023-08-02 10:46:00,RBC Capital Reaffirms Their Buy Rating on American Electric Power (AEP),121793539,,AEP,TipRanks,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=402d652c7cf366db07cc4cae49f0054462880a2cf897430035b1a58147ac71d2
company,2023-08-02 05:58:00,American Electric Power Co. Inc. stock outperforms competitors on strong trading day,121793540,,AEP,MarketWatch,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=22c8ca25a4f32f6cae7cb23f075b10ea50a3f990c00f157da158f2347c5e6d5d
company,2023-08-01 15:20:00,AEP RECOGNIZED AS ONE OF THE BEST COMPANIES TO WORK FOR,121733545,https://media.zenfs.com/en/prnewswire.com/7ad1586e58b5ed6d490485f7c00ccb5a,AEP,Yahoo,American Electric Power (Nasdaq: AEP) was named one of the 2023-2024 Best Companies to Work For by U.S. News & World Report.,https://finnhub.io/api/news?id=eb3ea8ed5b9c9909db1091498b139603448f5647bf83664a1c472c87fee1c6eb
company,2023-08-01 05:55:00,American Electric Power Co. Inc. stock outperforms competitors despite losses on the day,121771164,,AEP,MarketWatch,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=dab40a0d2f6b908e59cdcea3b09212275a134d7e19b884525ea58e857974f45d
company,2023-08-03 18:54:00,American Electric Power Co. Inc. stock underperforms Thursday when compared to competitors,121969226,https://images.mktw.net/im-220105/social,AEP,MarketWatch,"Shares of American Electric Power Co. Inc. shed 2.97% to $81.99 Thursday, on what proved to be an all-around poor trading session for the stock market, with...",https://finnhub.io/api/news?id=970e3c76ec9075ac4aa773f1180d49c8a38f75d5555c65811a3c9e49e0bc3058
company,2023-08-02 12:34:00,Price Over Earnings Overview: American Electric Power,121771163,,AEP,Benzinga,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=71600433acb80ef58c8bce34d1521a3f065c54a9e589e655fa7bdf7e4f8e6701
company,2023-08-02 10:46:00,RBC Capital Reaffirms Their Buy Rating on American Electric Power (AEP),121793539,,AEP,TipRanks,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=402d652c7cf366db07cc4cae49f0054462880a2cf897430035b1a58147ac71d2
company,2023-08-02 05:58:00,American Electric Power Co. Inc. stock outperforms competitors on strong trading day,121793540,,AEP,MarketWatch,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=22c8ca25a4f32f6cae7cb23f075b10ea50a3f990c00f157da158f2347c5e6d5d
company,2023-08-04 18:53:00,American Electric Power Co. Inc. stock outperforms competitors despite losses on the day,121969224,https://images.mktw.net/im-220105/social,AEP,MarketWatch,"Shares of American Electric Power Co. Inc. slid 0.91% to $81.24 Friday, on what proved to be an all-around poor trading session for the stock market, with...",https://finnhub.io/api/news?id=6f562d6b7c0d3cb384082258a092ad1b0ec208a38e018c9eff0e4f452039401c
company,2023-08-03 18:54:00,American Electric Power Co. Inc. stock underperforms Thursday when compared to competitors,121969226,https://images.mktw.net/im-220105/social,AEP,MarketWatch,"Shares of American Electric Power Co. Inc. shed 2.97% to $81.99 Thursday, on what proved to be an all-around poor trading session for the stock market, with...",https://finnhub.io/api/news?id=970e3c76ec9075ac4aa773f1180d49c8a38f75d5555c65811a3c9e49e0bc3058
company,2023-08-05 17:14:51,"Dividend Champion, Contender, And Challenger Highlights: Week Of August 6",121852437,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1072593728/image_1072593728.jpg?io=getty-c-w1536,AEP,SeekingAlpha,Stay up to date with the latest dividend news and activity. Find out which companies are changing their dividends and important dates to remember.,https://finnhub.io/api/news?id=551b9102eac51504e8984b719b4fb470099f11df088593ef8b3c914614a1cc73
company,2023-08-05 09:57:00,Texas power prices skyrocket as scorching heat pushes demand to record highs,121860285,,AEP,Seeking Alpha,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=4c39e78c0e0a92ce912aa140920f55f2b52fdffc79dd20075c0b562423413263
company,2023-08-04 18:53:00,American Electric Power Co. Inc. stock outperforms competitors despite losses on the day,121969224,https://images.mktw.net/im-220105/social,AEP,MarketWatch,"Shares of American Electric Power Co. Inc. slid 0.91% to $81.24 Friday, on what proved to be an all-around poor trading session for the stock market, with...",https://finnhub.io/api/news?id=6f562d6b7c0d3cb384082258a092ad1b0ec208a38e018c9eff0e4f452039401c
company,2023-08-06 06:30:00,"Ex-Dividend Date Nearing for These 10 Stocks – Week of August 7 – August 11, 2023",121860310,,AEP,TipRanks,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=fa9cbf515bd982d1b8dcd7bc47782fa1963fa86fb1c3423b372cd9510d9ae59e
company,2023-08-05 17:14:51,"Dividend Champion, Contender, And Challenger Highlights: Week Of August 6",121852437,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1072593728/image_1072593728.jpg?io=getty-c-w1536,AEP,SeekingAlpha,Stay up to date with the latest dividend news and activity. Find out which companies are changing their dividends and important dates to remember.,https://finnhub.io/api/news?id=551b9102eac51504e8984b719b4fb470099f11df088593ef8b3c914614a1cc73
company,2023-08-05 09:57:00,Texas power prices skyrocket as scorching heat pushes demand to record highs,121860285,,AEP,Seeking Alpha,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=4c39e78c0e0a92ce912aa140920f55f2b52fdffc79dd20075c0b562423413263
company,2023-08-07 18:55:00,American Electric Power Co. Inc. stock outperforms competitors despite losses on the day,121969222,https://images.mktw.net/im-220105/social,AEP,MarketWatch,"Shares of American Electric Power Co. Inc. dropped 0.44% to $80.88 Monday, on what proved to be an all-around great trading session for the stock market,...",https://finnhub.io/api/news?id=f5f1396ec1e40efc1b5c47294ab32689fce66c82777914a2483811b9431e8eba
company,2023-08-07 12:23:00,June 2024 Options Now Available For American Electric Power (AEP),121873281,,AEP,Stock Options Channel,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=7ec52a6e48b72a57c27f077480c54bce2a025aa7a996b65834e129ef56018c55
company,2023-08-07 11:29:00,"Ex-Dividend Reminder: American Electric Power, German American Bancorp and Veritex Holdings",121873282,,AEP,Dividend Channel,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=e604ad173b72e601384a3cfb62f0b7e43ded57bc3f26619a7e5a009a73ea3e11
company,2023-08-06 06:30:00,"Ex-Dividend Date Nearing for These 10 Stocks – Week of August 7 – August 11, 2023",121860310,,AEP,TipRanks,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=fa9cbf515bd982d1b8dcd7bc47782fa1963fa86fb1c3423b372cd9510d9ae59e
company,2023-08-08 18:55:00,American Electric Power Co. Inc. stock outperforms market despite losses on the day,121969219,https://images.mktw.net/im-220105/social,AEP,MarketWatch,"Shares of American Electric Power Co. Inc. slumped 0.07% to $80.82 Tuesday, on what proved to be an all-around rough trading session for the stock market,...",https://finnhub.io/api/news?id=562ce83c06aa8035968ead5e5e80932bef1481bd12f5253d8b31c78362027d72
company,2023-08-07 18:55:00,American Electric Power Co. Inc. stock outperforms competitors despite losses on the day,121969222,https://images.mktw.net/im-220105/social,AEP,MarketWatch,"Shares of American Electric Power Co. Inc. dropped 0.44% to $80.88 Monday, on what proved to be an all-around great trading session for the stock market,...",https://finnhub.io/api/news?id=f5f1396ec1e40efc1b5c47294ab32689fce66c82777914a2483811b9431e8eba
company,2023-08-07 12:23:00,June 2024 Options Now Available For American Electric Power (AEP),121873281,,AEP,Stock Options Channel,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=7ec52a6e48b72a57c27f077480c54bce2a025aa7a996b65834e129ef56018c55
company,2023-08-07 11:29:00,"Ex-Dividend Reminder: American Electric Power, German American Bancorp and Veritex Holdings",121873282,,AEP,Dividend Channel,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=e604ad173b72e601384a3cfb62f0b7e43ded57bc3f26619a7e5a009a73ea3e11
company,2023-08-09 18:55:00,"American Electric Power Co. Inc. stock rises Wednesday, outperforms market",121969217,https://images.mktw.net/im-220105/social,AEP,MarketWatch,"Shares of American Electric Power Co. Inc. inched 0.90% higher to $80.71 Wednesday, on what proved to be an all-around grim trading session for the stock...",https://finnhub.io/api/news?id=ebf8607ad77c780b071bb1076818a7cb0b81e7a8c9a7455cf65af34de44689fe
company,2023-08-08 18:55:00,American Electric Power Co. Inc. stock outperforms market despite losses on the day,121969219,https://images.mktw.net/im-220105/social,AEP,MarketWatch,"Shares of American Electric Power Co. Inc. slumped 0.07% to $80.82 Tuesday, on what proved to be an all-around rough trading session for the stock market,...",https://finnhub.io/api/news?id=562ce83c06aa8035968ead5e5e80932bef1481bd12f5253d8b31c78362027d72
company,2023-08-10 18:55:00,American Electric Power Co. Inc. stock outperforms market on strong trading day,121969215,https://images.mktw.net/im-220105/social,AEP,MarketWatch,"Shares of American Electric Power Co. Inc. inched 0.46% higher to $81.08 Thursday, on what proved to be an all-around favorable trading session for the stock...",https://finnhub.io/api/news?id=d09dfaa0b22f8b02e8f57e1de493f643bf311a3a76aa278cddf297fbb97c7005
company,2023-08-09 18:55:00,"American Electric Power Co. Inc. stock rises Wednesday, outperforms market",121969217,https://images.mktw.net/im-220105/social,AEP,MarketWatch,"Shares of American Electric Power Co. Inc. inched 0.90% higher to $80.71 Wednesday, on what proved to be an all-around grim trading session for the stock...",https://finnhub.io/api/news?id=ebf8607ad77c780b071bb1076818a7cb0b81e7a8c9a7455cf65af34de44689fe
company,2023-08-11 05:56:00,"American Electric Power Co. Inc. stock rises Friday, outperforms market",122002857,,AEP,MarketWatch,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=6ca1ec3f92712ef61b1e29a448b2e7949d6b9b52c6c3f7ef00cab6c63f03b9fc
company,2023-08-10 18:55:00,American Electric Power Co. Inc. stock outperforms market on strong trading day,121969215,https://images.mktw.net/im-220105/social,AEP,MarketWatch,"Shares of American Electric Power Co. Inc. inched 0.46% higher to $81.08 Thursday, on what proved to be an all-around favorable trading session for the stock...",https://finnhub.io/api/news?id=d09dfaa0b22f8b02e8f57e1de493f643bf311a3a76aa278cddf297fbb97c7005
company,2023-08-11 05:56:00,"American Electric Power Co. Inc. stock rises Friday, outperforms market",122002857,,AEP,MarketWatch,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=6ca1ec3f92712ef61b1e29a448b2e7949d6b9b52c6c3f7ef00cab6c63f03b9fc
company,2023-08-14 05:56:00,American Electric Power Co. Inc. stock underperforms Monday when compared to competitors,122059781,,AEP,MarketWatch,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=09476594561af2dc1c948ac4b0993f10e8822c368af80727858d302280d7d718
company,2023-08-15 12:22:55,American Electric Power: Lock In This Undervalued 4% Dividend Yielder,122042338,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1450272068/image_1450272068.jpg?io=getty-c-w1536,AEP,SeekingAlpha,American Electric Power is aiming for 7% annual earnings growth and it offers a 4% dividend yield. Find out why AEP stock is a Buy.,https://finnhub.io/api/news?id=afb02adf211800838856b3df7ced46c1a82a141c5a78531a4db6b9decfdfa1a2
company,2023-08-15 05:56:00,American Electric Power Co. Inc. stock outperforms competitors despite losses on the day,122059779,,AEP,MarketWatch,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=3d1624f14fad101853dd2f7f04238a45194f5c94bd00a0e5d047af5946915a2a
company,2023-08-14 05:56:00,American Electric Power Co. Inc. stock underperforms Monday when compared to competitors,122059781,,AEP,MarketWatch,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=09476594561af2dc1c948ac4b0993f10e8822c368af80727858d302280d7d718
company,2023-08-16 15:30:00,AEP COMPLETES SALE OF UNREGULATED RENEWABLES ASSETS,122076075,https://media.zenfs.com/en/prnewswire.com/7ad1586e58b5ed6d490485f7c00ccb5a,AEP,Yahoo,"American Electric Power (Nasdaq: AEP) has completed the sale of its 1,365-megawatt (MW) unregulated, contracted renewables portfolio to IRG Acquisition Holdings, a partnership owned by Invenergy, CDPQ and funds managed by Blackstone Infrastructure, at an enterprise value of $1.5 billion including project debt. AEP nets approximately $1.2 billion in cash after taxes, transaction fees and other customary adjustments.",https://finnhub.io/api/news?id=6a9d3edd4f8befba62cbc0c206c8772aaa32c667420a39592723191fffeac8db
company,2023-08-16 15:20:00,New Tax-Credit Market Aims to Funnel Billions to Clean Energy,122076076,,AEP,Yahoo,"A government plan to let companies cut their taxes by financing clean-energy projects kicked off with a deal to help fund a $1.5 billion wind-energy transaction that officials hope will spur tens of billions of dollars in climate financing.  The tax-credit plan is part of the climate legislation that became law one year ago.  The first publicly announced deal, by  Bank of America  will be closely watched because it could enable a far bigger range of companies to buy the credits than under current programs.",https://finnhub.io/api/news?id=4491d354dde571341625cd768fd82b03d7e0b3a795a6ba4ea31f8b8f405ca039
company,2023-08-16 12:35:00,Invenergy-led deal for AEP renewables launches clean energy tax credit market,122091250,,AEP,Seeking Alpha,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=0c8f3730ab46202c9380d8bbb3cd880eaaf5149c41367b2022065290caec9d66
company,2023-08-16 12:12:00,Invenergy Buys American Electric Power's Renewables Portfolio For $1.5B,122099237,,AEP,Benzinga,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=438cda9317c72dab1b036c35d400067022363457a4506680f49f512430065cb7
company,2023-08-16 10:33:00,American Electric Power completes sale of unregulated renewables assets,122099239,,AEP,Thefly.com,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=cb59f2ac3ff7339b2784b8586a6c933f5c0cd515dd75814dd81d7565e488105b
company,2023-08-16 08:52:00,"Here are the stocks to buy and the ones to sell if interest rates stay high, says Jefferies",122299214,https://images.mktw.net/im-836471/social,AEP,MarketWatch,Jefferies offers up a stock playbook for a scenario in which the U.S. economy keeps surprising and the recession gets delayed.,https://finnhub.io/api/news?id=c4d888825cb91e23362e20189f5c313c1ba2f34297a4a03f602e8946e520ff55
company,2023-08-16 05:56:00,American Electric Power Co. Inc. stock underperforms Wednesday when compared to competitors despite daily gains,122099241,,AEP,MarketWatch,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=ea20595e1f0e059c55afb2ed901053772a43b15e15baac6bb5a89e1cd2792430
company,2023-08-15 12:22:55,American Electric Power: Lock In This Undervalued 4% Dividend Yielder,122042338,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1450272068/image_1450272068.jpg?io=getty-c-w1536,AEP,SeekingAlpha,American Electric Power is aiming for 7% annual earnings growth and it offers a 4% dividend yield. Find out why AEP stock is a Buy.,https://finnhub.io/api/news?id=afb02adf211800838856b3df7ced46c1a82a141c5a78531a4db6b9decfdfa1a2
company,2023-08-15 05:56:00,American Electric Power Co. Inc. stock outperforms competitors despite losses on the day,122059779,,AEP,MarketWatch,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=3d1624f14fad101853dd2f7f04238a45194f5c94bd00a0e5d047af5946915a2a
company,2023-08-17 10:44:51,AEP COMPLETES SALE OF UNREGULATED RENEWABLES ASSETS,122084172,,AEP,Finnhub,"American Electric Power has completed the sale of its 1,365-megawatt unregulated, contracted renewables portfolio to IRG Acquisition Holdings, a partnership owned by Invenergy, CDPQ and funds...",https://finnhub.io/api/news?id=4aff1fc75891555b0371b99627c77b4bce82abad6a855b6b8fa4535f102591f9
company,2023-08-17 09:45:00,Largest borrow rate increases among liquid names,122085409,,AEP,Thefly.com,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=2fe602acb1b067787b39cbe5efd27abc083965a15f60324f24100c78bdb611a8
company,2023-08-17 08:04:00,Sell Any August Rally as September May Be a Disaster: 7 Safe-Haven Dividend Buys,122086769,,AEP,247WallSt,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=bd3fef2dfdea2340ca6243e33ff57501aed0c1d58b86e7e34a6672ac979581b5
company,2023-08-17 05:56:00,American Electric Power Co. Inc. stock underperforms Thursday when compared to competitors,122099234,,AEP,MarketWatch,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=5e49d6fa8214f0df5bfe9e37419f2778b80f8853ec3154e6df0d7e602b44444f
company,2023-08-17 05:17:00,How Is The Market Feeling About American Electric Power?,122099235,,AEP,Benzinga,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=51ef30c8279908bab14bc43cfb90d301e89c077f1b69aa73851a8f65b858aa69
company,2023-08-16 15:20:00,New Tax-Credit Market Aims to Funnel Billions to Clean Energy,122076076,,AEP,Yahoo,"A government plan to let companies cut their taxes by financing clean-energy projects kicked off with a deal to help fund a $1.5 billion wind-energy transaction that officials hope will spur tens of billions of dollars in climate financing.  The tax-credit plan is part of the climate legislation that became law one year ago.  The first publicly announced deal, by  Bank of America  will be closely watched because it could enable a far bigger range of companies to buy the credits than under current programs.",https://finnhub.io/api/news?id=4491d354dde571341625cd768fd82b03d7e0b3a795a6ba4ea31f8b8f405ca039
company,2023-08-16 12:35:00,Invenergy-led deal for AEP renewables launches clean energy tax credit market,122091250,,AEP,Seeking Alpha,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=0c8f3730ab46202c9380d8bbb3cd880eaaf5149c41367b2022065290caec9d66
