Date,Close,Type,Symbol
2019-07-01,10.600000381469728,Historical,AMCR
2019-08-01,9.81999969482422,Historical,AMCR
2019-09-01,9.75,Historical,AMCR
2019-10-01,9.520000457763672,Historical,AMCR
2019-11-01,10.260000228881836,Historical,AMCR
2019-12-01,10.84000015258789,Historical,AMCR
2020-01-01,10.59000015258789,Historical,AMCR
2020-02-01,9.31999969482422,Historical,AMCR
2020-03-01,8.119999885559082,Historical,AMCR
2020-04-01,8.970000267028809,Historical,AMCR
2020-05-01,10.210000038146973,Historical,AMCR
2020-06-01,10.210000038146973,Historical,AMCR
2020-07-01,10.300000190734863,Historical,AMCR
2020-08-01,11.0600004196167,Historical,AMCR
2020-09-01,11.050000190734863,Historical,AMCR
2020-10-01,10.43000030517578,Historical,AMCR
2020-11-01,11.329999923706056,Historical,AMCR
2020-12-01,11.770000457763672,Historical,AMCR
2021-01-01,10.9399995803833,Historical,AMCR
2021-02-01,10.9399995803833,Historical,AMCR
2021-03-01,11.68000030517578,Historical,AMCR
2021-04-01,11.75,Historical,AMCR
2021-05-01,11.800000190734863,Historical,AMCR
2021-06-01,11.460000038146973,Historical,AMCR
2021-07-01,11.5600004196167,Historical,AMCR
2021-08-01,12.850000381469728,Historical,AMCR
2021-09-01,11.59000015258789,Historical,AMCR
2021-10-01,12.06999969482422,Historical,AMCR
2021-11-01,11.31999969482422,Historical,AMCR
2021-12-01,12.010000228881836,Historical,AMCR
2022-01-01,12.010000228881836,Historical,AMCR
2022-02-01,11.630000114440918,Historical,AMCR
2022-03-01,11.329999923706056,Historical,AMCR
2022-04-01,11.859999656677246,Historical,AMCR
2022-05-01,13.100000381469728,Historical,AMCR
2022-06-01,12.43000030517578,Historical,AMCR
2022-07-01,12.949999809265137,Historical,AMCR
2022-08-01,12.010000228881836,Historical,AMCR
2022-09-01,10.729999542236328,Historical,AMCR
2022-10-01,11.579999923706056,Historical,AMCR
2022-11-01,12.350000381469728,Historical,AMCR
2022-12-01,11.90999984741211,Historical,AMCR
2023-01-01,12.0600004196167,Historical,AMCR
2023-02-01,11.140000343322754,Historical,AMCR
2023-03-01,11.380000114440918,Historical,AMCR
2023-04-01,10.970000267028809,Historical,AMCR
2023-05-01,9.640000343322754,Historical,AMCR
2023-06-01,9.979999542236328,Historical,AMCR
2023-07-01,10.260000228881836,Historical,AMCR
2023-08-01,9.739999771118164,Historical,AMCR
2023-09-01,9.15999984741211,Historical,AMCR
2023-10-01,8.890000343322754,Historical,AMCR
2023-11-01,9.479999542236328,Historical,AMCR
2023-12-01,9.640000343322754,Historical,AMCR
2024-01-01,9.43000030517578,Historical,AMCR
2024-02-01,9.0600004196167,Historical,AMCR
2024-03-01,9.510000228881836,Historical,AMCR
2024-04-01,8.9399995803833,Historical,AMCR
2024-05-01,10.170000076293944,Historical,AMCR
2024-06-01,9.979999542236328,Historical,AMCR
2024-07-01,8.557074730176572,Forecast,AMCR
2024-08-01,8.960651001846651,Forecast,AMCR
2024-09-01,8.927477608147115,Forecast,AMCR
2024-10-01,9.287789735224607,Forecast,AMCR
2024-11-01,9.636439868181364,Forecast,AMCR
2024-12-01,9.430424431369028,Forecast,AMCR
