level_0,Datetime,Open,High,Low,Close,Adj Close,Volume,Ticker,datetime,avg_headline_sentiment,avg_summary_sentiment,weighted_headline_sentiment,weighted_summary_sentiment,sum_headline_sentiment,sum_summary_sentiment,extreme_headline_sentiment,extreme_summary_sentiment,positive,negative,neutral,positive_rolling,negative_rolling,neutral_rolling,roc_avg_headline_sentiment,rsi_avg_headline_sentiment,sma_avg_headline_sentiment,slope_avg_headline_sentiment,roc_avg_summary_sentiment,rsi_avg_summary_sentiment,sma_avg_summary_sentiment,slope_avg_summary_sentiment,roc_weighted_headline_sentiment,rsi_weighted_headline_sentiment,sma_weighted_headline_sentiment,slope_weighted_headline_sentiment,roc_weighted_summary_sentiment,rsi_weighted_summary_sentiment,sma_weighted_summary_sentiment,slope_weighted_summary_sentiment,roc_sum_headline_sentiment,rsi_sum_headline_sentiment,sma_sum_headline_sentiment,slope_sum_headline_sentiment,roc_sum_summary_sentiment,rsi_sum_summary_sentiment,sma_sum_summary_sentiment,slope_sum_summary_sentiment,roc_extreme_headline_sentiment,rsi_extreme_headline_sentiment,sma_extreme_headline_sentiment,slope_extreme_headline_sentiment,roc_extreme_summary_sentiment,rsi_extreme_summary_sentiment,sma_extreme_summary_sentiment,slope_extreme_summary_sentiment,roc_positive_rolling,rsi_positive_rolling,sma_positive_rolling,slope_positive_rolling,roc_negative_rolling,rsi_negative_rolling,sma_negative_rolling,slope_negative_rolling,roc_neutral_rolling,rsi_neutral_rolling,sma_neutral_rolling,slope_neutral_rolling,pct_change,rolling_correlation,rolling_p_value,significant_correlation,rsi,sma,roc,slope
81098,2024-03-13 16:00:00+00:00,83.25,83.3499984741211,83.19000244140625,83.2300033569336,83.2300033569336,217077.0,AEP,2024-03-13 16:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00030020896413340825,,,False,,,,
81099,2024-03-13 17:00:00+00:00,83.22000122070312,83.31999969482422,83.16899871826172,83.20999908447266,83.20999908447266,196518.0,AEP,2024-03-13 17:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00024034929297245267,,,False,,83.22820854187012,,
81100,2024-03-13 18:00:00+00:00,83.19000244140625,83.2300033569336,82.76000213623047,82.80000305175781,82.80000305175781,295505.0,AEP,2024-03-13 18:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004927244768968553,,,False,,83.15654182434082,-1.0279710407675575,
81101,2024-03-13 19:00:00+00:00,82.80000305175781,83.04499816894531,82.80000305175781,83.0,83.0,543164.0,AEP,2024-03-13 19:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024154219911944885,,,False,,83.11487515767415,-0.5988023952095808,
81102,2024-03-14 13:00:00+00:00,82.7699966430664,82.9000015258789,81.4800033569336,81.51699829101562,81.51699829101562,284435.0,AEP,2024-03-14 13:00:00+00:00,0.34,0.0,0.34,0.0,0.68,0.0,0.34,0.0,2,0,0,2.0,0.0,0.0,inf,100.0,0.068,0.06800000000000002,0.0,0.0,0.0,0.0,inf,100.0,0.068,0.06800000000000002,0.0,0.0,0.0,0.0,inf,100.0,0.1360000000000001,0.13600000000000004,0.0,0.0,0.0,0.0,inf,100.0,0.068,0.06800000000000002,0.0,0.0,0.0,0.0,inf,100.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.017867490469691272,-0.9451909440675098,0.015275987089565027,True,20.393475291367096,83.01462491353352,-1.4543071952789248,
81103,2024-03-14 14:00:00+00:00,81.5199966430664,81.7699966430664,81.43000030517578,81.70999908447266,81.70999908447266,323329.0,AEP,2024-03-14 14:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,0.0,0.0,0.0,50.0,0.068,0.034,0.0,0.0,0.0,0.0,0.0,50.0,0.068,0.034,0.0,0.0,0.0,0.0,0.0,50.0,0.1360000000000001,0.068,0.0,0.0,0.0,0.0,0.0,50.0,0.068,0.034,0.0,0.0,0.0,0.0,inf,100.0,0.8,0.6000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023676140866719653,-0.9359905768889236,0.019252421956554976,True,25.43723032063875,82.93045806884766,-1.2209890248136093,
81104,2024-03-14 15:00:00+00:00,81.70999908447266,81.91999816894531,81.54000091552734,81.8136978149414,81.8136978149414,476914.0,AEP,2024-03-14 15:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,0.0,0.0,0.0,50.0,0.068,-3.171975994700469e-19,0.0,0.0,0.0,0.0,0.0,50.0,0.068,-3.171975994700469e-19,0.0,0.0,0.0,0.0,0.0,50.0,0.1360000000000001,-6.343951989400938e-19,0.0,0.0,0.0,0.0,0.0,50.0,0.068,-3.171975994700469e-19,0.0,0.0,0.0,0.0,inf,100.0,1.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012691069836086033,-0.9363960079480109,0.019070981360852925,True,28.074105782031026,82.82339096069336,-1.5461232750578482,-0.08096351623535156
81105,2024-03-14 16:00:00+00:00,81.79000091552734,81.80999755859375,81.20999908447266,81.21499633789062,81.21499633789062,325984.0,AEP,2024-03-14 16:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,0.0,0.0,0.0,50.0,0.068,-0.034,0.0,0.0,0.0,0.0,0.0,50.0,0.068,-0.034,0.0,0.0,0.0,0.0,0.0,50.0,0.1360000000000001,-0.068,0.0,0.0,0.0,0.0,0.0,50.0,0.068,-0.034,0.0,0.0,0.0,0.0,inf,100.0,1.6,0.39999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007317863549023529,-0.8878324727504607,0.04432913282376499,True,23.013792990132114,82.64089075724284,-2.625744827598824,-0.10313021341959541
81106,2024-03-14 17:00:00+00:00,81.19999694824219,81.53500366210938,81.12000274658203,81.44999694824219,81.44999694824219,360103.0,AEP,2024-03-14 17:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,50.0,0.068,-0.06800000000000005,0.0,0.0,0.0,0.0,0.0,50.0,0.068,-0.06800000000000005,0.0,0.0,0.0,0.0,0.0,50.0,0.1360000000000001,-0.1360000000000001,0.0,0.0,0.0,0.0,0.0,50.0,0.068,-0.06800000000000005,0.0,0.0,0.0,0.0,0.0,50.0,1.6,-0.4000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028935617921332923,-0.8852119721298843,0.045872886651853934,True,28.46430820221636,82.4800573984782,-2.3147042081446765,-0.1269635518391908
81107,2024-03-14 18:00:00+00:00,81.44999694824219,81.69000244140625,81.20999908447266,81.43000030517578,81.43000030517578,419105.0,AEP,2024-03-14 18:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.2,-0.6000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00024550821136448686,,,False,28.28082786101521,82.31422424316406,-2.385516551725778,-0.14008013407389228
81108,2024-03-14 19:00:00+00:00,81.44000244140625,81.9000015258789,81.29000091552734,81.87000274658203,81.87000274658203,883453.0,AEP,2024-03-14 19:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.8,-0.6000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005403443936598862,,,False,37.78409625488349,82.2083911895752,-1.527539875378602,-0.14441337585449218
81109,2024-03-15 13:00:00+00:00,81.79000091552734,82.72000122070312,81.73999786376953,82.41999816894531,82.41999816894531,1785748.0,AEP,2024-03-15 13:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006717911370611729,,,False,47.201809040269694,82.13880793253581,-1.0029416996207707,-0.13691660563150948
