Date,Open,High,Low,Close,Adj Close,Volume,Ticker
2019-07-01,146.7056884765625,156.95652770996094,137.36622619628906,146.0869598388672,113.8790512084961,74841971.0,MMM
2019-08-01,146.14549255371094,148.5535125732422,128.76254272460938,135.21739196777344,105.40589141845703,75668291.0,MMM
2019-09-01,134.9498291015625,144.21405029296875,131.48829650878906,137.45819091796875,108.32746124267578,61308515.0,MMM
2019-10-01,137.95986938476562,142.09866333007812,125.90300750732422,137.95150756835938,108.7162094116211,80616979.0,MMM
2019-11-01,139.58193969726562,147.75083923339844,137.5501708984375,141.9481658935547,111.86590576171875,58057546.0,MMM
2019-12-01,142.2742462158203,149.81605529785156,136.0535125732422,147.50836181640625,117.45346069335938,67447343.0,MMM
2020-01-01,148.56187438964844,152.63377380371094,132.29933166503906,132.6588592529297,105.62956237792969,84539259.0,MMM
2020-02-01,133.80435180664062,137.99331665039062,122.04849243164062,124.78260803222656,99.35810089111328,91313882.0,MMM
2020-03-01,126.53845977783203,129.3812713623047,95.3511734008789,114.1387939453125,91.86903381347656,177930833.0,MMM
2020-04-01,110.36788940429688,136.35450744628906,109.54013061523438,127.0234146118164,102.23970794677734,98448862.0,MMM
2020-05-01,124.83277893066406,133.67056274414062,109.63211059570312,130.80267333984375,105.2815933227539,103380207.0,MMM
2020-06-01,130.39297485351562,141.755859375,125.50167083740234,130.42642211914062,106.2264633178711,80085358.0,MMM
2020-07-01,130.7190704345703,136.6053466796875,124.41471862792969,125.81103515625,102.46744537353516,70126743.0,MMM
2020-08-01,126.32942962646484,140.04180908203125,124.84114074707031,136.30435180664062,111.01377868652344,59104168.0,MMM
2020-09-01,135.59364318847656,144.81605529785156,132.16555786132812,133.9297637939453,110.2693862915039,66938444.0,MMM
2020-10-01,134.33946228027344,144.8076934814453,130.54347229003906,133.74581909179688,110.117919921875,55278404.0,MMM
2020-11-01,135.61036682128906,150.1923065185547,133.69564819335938,144.42308044433594,118.90890502929688,64277106.0,MMM
2020-12-01,145.6688995361328,148.3779296875,141.45484924316406,146.14549255371094,121.57406616210938,58356550.0,MMM
2021-01-01,146.32107543945312,156.58026123046875,136.6053466796875,146.87290954589844,122.17920684814453,83866031.0,MMM
2021-02-01,147.13211059570312,152.49163818359375,145.10870361328125,146.37123107910156,121.76187896728516,51775439.0,MMM
2021-03-01,146.90635681152344,164.48159790039062,145.54347229003906,161.1036834716797,135.34031677246094,75253516.0,MMM
2021-04-01,161.58026123046875,169.86622619628906,157.71739196777344,164.83277893066406,138.47305297851562,55537458.0,MMM
2021-05-01,165.54347229003906,174.7073516845703,164.4314422607422,169.76588439941406,142.6172637939453,45550976.0,MMM
2021-06-01,171.38795471191406,172.91806030273438,160.1421356201172,166.07859802246094,140.7493438720703,61372980.0,MMM
2021-07-01,166.76422119140625,169.90802001953125,162.84280395507812,165.50167846679688,140.2604217529297,55048053.0,MMM
2021-08-01,166.4464874267578,169.54013061523438,161.1371307373047,162.82608032226562,137.9928741455078,47628067.0,MMM
2021-09-01,162.66722106933594,163.5535125732422,146.63043212890625,146.6722412109375,125.4393081665039,80564117.0,MMM
2021-10-01,147.36622619628906,153.69564819335938,145.30101013183594,149.3979949951172,127.77045440673828,57695401.0,MMM
2021-11-01,149.27256774902344,155.76922607421875,142.09030151367188,142.17391967773438,121.59217071533203,57290432.0,MMM
2021-12-01,144.27256774902344,149.81605529785156,141.45484924316406,148.5200653076172,128.2578887939453,57805192.0,MMM
2022-01-01,149.09698486328125,151.98995971679688,134.23077392578125,138.81271362304688,119.8749008178711,74565338.0,MMM
2022-02-01,138.4531707763672,141.5133819580078,116.83946228027344,124.28929901123047,107.33287048339844,91059135.0,MMM
2022-03-01,124.23076629638672,128.14381408691406,117.75083923339844,124.48160552978516,108.74411010742188,99148281.0,MMM
2022-04-01,125.10869598388672,128.01004028320312,119.4565200805664,120.58528137207031,105.34037780761719,64249000.0,MMM
2022-05-01,120.8277587890625,129.3143768310547,117.89297485351562,124.82441711425781,109.0435791015625,73929663.0,MMM
2022-06-01,124.85785675048828,124.99163818359375,106.43812561035156,108.20233917236328,95.66766357421875,76295232.0,MMM
2022-07-01,108.20233917236328,121.82273864746094,105.0167236328125,119.76588439941406,105.8916244506836,80250766.0,MMM
2022-08-01,118.8545150756836,127.34114074707031,102.86788940429688,103.97157287597656,91.92699432373047,364894336.0,MMM
2022-09-01,103.92976379394531,105.78594970703125,92.29933166503906,92.39130401611328,82.69290161132812,289184309.0,MMM
2022-10-01,93.38629150390625,105.91136932373047,89.5234146118164,105.17558288574219,94.13520050048828,87173809.0,MMM
2022-11-01,105.99497985839844,111.96488189697266,101.27090454101562,105.32608795166016,94.26991271972656,62796221.0,MMM
2022-12-01,106.43812561035156,108.71237182617188,98.49497985839844,100.2675552368164,91.00203704833984,70754882.0,MMM
2023-01-01,101.60535430908203,108.6120376586914,93.44481658935547,96.22073364257812,87.32917785644531,92080757.0,MMM
2023-02-01,95.77759552001953,101.04515075683594,89.26421356201172,90.08361053466797,81.75917053222656,66743737.0,MMM
2023-03-01,92.84281158447266,93.92140197753906,83.74581909179688,87.88461303710938,81.0297622680664,108307368.0,MMM
2023-04-01,87.91806030273438,89.7157211303711,84.4899673461914,88.81270599365234,81.88546752929688,73980375.0,MMM
2023-05-01,88.91304016113281,89.32273864746094,77.91806030273438,78.01839447021484,71.93309020996094,80971474.0,MMM
2023-06-01,78.15217590332031,87.70066833496094,77.24080657958984,83.68729400634766,78.5667724609375,113707426.0,MMM
2023-07-01,83.77926635742188,94.59866333007812,79.90802764892578,93.22742462158203,87.52317810058594,94179975.0,MMM
2023-08-01,93.22742462158203,93.57859802246094,81.68896484375,89.18896484375,83.73181915283203,87758770.0,MMM
2023-09-01,89.7157211303711,90.96990203857422,77.26588439941406,78.27759552001953,74.80636596679688,90004861.0,MMM
2023-10-01,77.466552734375,77.61705780029297,71.36287689208984,76.04515075683594,72.67292022705078,100012749.0,MMM
2023-11-01,76.22073364257812,83.6789321899414,74.89130401611328,82.8344497680664,79.16114807128906,79906554.0,MMM
2023-12-01,82.64214324951172,92.12374877929688,82.07357788085938,91.40467834472656,89.00044250488281,89816729.0,MMM
2024-01-01,90.81939697265625,92.52508544921875,77.533447265625,78.8879623413086,76.81295013427734,118461767.0,MMM
2024-02-01,78.92140197753906,80.2842788696289,75.68561553955078,77.0234146118164,74.99745178222656,92623620.0,MMM
2024-03-01,76.9565200805664,91.29598999023438,75.65217590332031,88.68729400634766,88.07559967041016,161579720.0,MMM
2024-04-01,91.05000305175781,97.83999633789062,88.2300033569336,96.51000213623047,95.84435272216797,111817400.0,MMM
2024-05-01,98.0999984741211,106.04000091552734,95.01000213623047,100.13999938964844,99.44931030273438,121988000.0,MMM
2024-06-01,100.37000274658203,101.95999908447266,97.68000030517578,101.31999969482422,101.31999969482422,29927976.0,MMM
2019-07-01,48.0,48.0099983215332,41.0099983215332,45.45000076293945,41.45365905761719,45762700.0,AOS
2019-08-01,45.45000076293945,47.36000061035156,42.540000915527344,46.52000045776367,42.643680572509766,39889500.0,AOS
2019-09-01,46.119998931884766,51.939998626708984,45.31999969482422,47.709999084472656,43.734519958496094,26393100.0,AOS
2019-10-01,48.099998474121094,52.029998779296875,44.11000061035156,49.68000030517578,45.54037094116211,33012200.0,AOS
2019-11-01,50.18000030517578,52.61000061035156,47.77000045776367,48.400001525878906,44.58436584472656,21533200.0,AOS
2019-12-01,48.5,48.68000030517578,44.900001525878906,47.63999938964844,43.88428497314453,30826400.0,AOS
2020-01-01,47.90999984741211,48.59000015258789,42.290000915527344,42.689998626708984,39.324520111083984,44080000.0,AOS
2020-02-01,43.06999969482422,44.70000076293945,38.7599983215332,39.54999923706055,36.63046646118164,37552800.0,AOS
2020-03-01,39.72999954223633,42.86000061035156,33.810001373291016,37.810001373291016,35.0189208984375,70800800.0,AOS
2020-04-01,36.810001373291016,44.18000030517578,35.18000030517578,42.380001068115234,39.25156021118164,36138700.0,AOS
2020-05-01,41.939998626708984,47.7400016784668,38.5099983215332,47.5,44.23847579956055,34371100.0,AOS
2020-06-01,47.5099983215332,52.70000076293945,43.880001068115234,47.119998931884766,43.88456344604492,28779100.0,AOS
2020-07-01,47.36000061035156,53.720001220703125,46.16999816894531,48.13999938964844,44.83452224731445,24322600.0,AOS
2020-08-01,48.27000045776367,50.61000061035156,47.43000030517578,48.970001220703125,45.8138313293457,16734800.0,AOS
2020-09-01,48.939998626708984,54.459999084472656,47.220001220703125,52.79999923706055,49.39698028564453,24943800.0,AOS
2020-10-01,53.31999969482422,58.04999923706055,51.040000915527344,51.689998626708984,48.3585205078125,25715800.0,AOS
2020-11-01,52.15999984741211,58.65999984741211,51.95000076293945,56.310001373291016,52.948280334472656,19141400.0,AOS
2020-12-01,56.81999969482422,57.7400016784668,54.029998779296875,54.81999969482422,51.54722595214844,21410900.0,AOS
2021-01-01,54.70000076293945,60.45000076293945,52.08000183105469,54.29999923706055,51.05827713012695,27959900.0,AOS
2021-02-01,54.97999954223633,62.290000915527344,54.900001525878906,59.369998931884766,56.09981918334961,20043600.0,AOS
2021-03-01,60.290000915527344,70.12999725341797,59.79999923706055,67.61000061035156,63.885948181152344,29578400.0,AOS
2021-04-01,67.47000122070312,69.56999969482422,66.08000183105469,67.75,64.01823425292969,22053500.0,AOS
2021-05-01,68.6500015258789,73.05000305175781,67.37000274658203,71.06999969482422,67.4188003540039,21289400.0,AOS
2021-06-01,72.08000183105469,72.31999969482422,65.61000061035156,72.05999755859375,68.35792541503906,23547900.0,AOS
2021-07-01,72.12000274658203,72.41999816894531,67.76000213623047,70.33000183105469,66.71682739257812,18091200.0,AOS
2021-08-01,70.43000030517578,73.30000305175781,69.26000213623047,72.72000122070312,69.2434310913086,14165300.0,AOS
2021-09-01,72.7300033569336,73.80999755859375,61.02000045776367,61.06999969482422,58.1504020690918,21676500.0,AOS
2021-10-01,61.310001373291016,73.13999938964844,60.38999938964844,73.06999969482422,69.57669830322266,26475100.0,AOS
2021-11-01,73.45999908447266,83.5999984741211,73.44999694824219,79.05000305175781,75.60029602050781,21356100.0,AOS
2021-12-01,80.31999969482422,86.73999786376953,77.94000244140625,85.8499984741211,82.10355377197266,18604100.0,AOS
2022-01-01,85.83999633789062,86.0999984741211,73.69999694824219,76.41999816894531,73.0850601196289,27664700.0,AOS
2022-02-01,76.93000030517578,77.30999755859375,65.29000091552734,68.58000183105469,65.83020782470703,20868900.0,AOS
2022-03-01,68.5199966430664,69.69999694824219,63.849998474121094,63.88999938964844,61.32825469970703,22565200.0,AOS
2022-04-01,64.62000274658203,67.41000366210938,58.20000076293945,58.43000030517578,56.087181091308594,26776900.0,AOS
2022-05-01,58.33000183105469,61.72999954223633,56.61000061035156,60.119998931884766,57.96750259399414,22194800.0,AOS
2022-06-01,60.209999084472656,62.279998779296875,51.90999984741211,54.68000030517578,52.72227478027344,20344900.0,AOS
2022-07-01,55.0,63.63999938964844,52.90999984741211,63.27000045776367,61.00472640991211,22144600.0,AOS
2022-08-01,61.97999954223633,65.08999633789062,56.33000183105469,56.45000076293945,54.68180465698242,14604600.0,AOS
2022-09-01,56.04999923706055,57.880001068115234,48.099998474121094,48.58000183105469,47.058326721191406,25931600.0,AOS
2022-10-01,49.040000915527344,55.18000030517578,46.58000183105469,54.779998779296875,53.06412124633789,28792200.0,AOS
2022-11-01,55.290000915527344,62.38999938964844,53.08000183105469,60.7400016784668,59.179508209228516,22609000.0,AOS
2022-12-01,60.939998626708984,62.0099983215332,55.40999984741211,57.2400016784668,55.76942825317383,21324600.0,AOS
2023-01-01,57.86000061035156,68.12000274658203,57.45000076293945,67.69999694824219,65.960693359375,29207200.0,AOS
2023-02-01,68.4800033569336,71.87000274658203,64.38999938964844,65.62999725341797,64.26327514648438,19426400.0,AOS
2023-03-01,65.75,69.5,64.72000122070312,69.1500015258789,67.70997619628906,24860000.0,AOS
2023-04-01,68.91000366210938,70.2300033569336,63.400001525878906,68.29000091552734,66.86788940429688,25327700.0,AOS
2023-05-01,68.93000030517578,70.8499984741211,63.880001068115234,63.939998626708984,62.88797378540039,21976600.0,AOS
2023-06-01,64.16999816894531,73.22000122070312,63.939998626708984,72.77999877929688,71.58252716064453,17775400.0,AOS
2023-07-01,72.30000305175781,76.94000244140625,69.8499984741211,72.62999725341797,71.43498992919922,22241700.0,AOS
2023-08-01,72.56999969482422,74.30999755859375,68.13999938964844,72.5,71.5986557006836,17627700.0,AOS
2023-09-01,72.86000061035156,73.68000030517578,64.13999938964844,66.12999725341797,65.30784606933594,18710900.0,AOS
2023-10-01,65.9000015258789,72.70999908447266,64.86000061035156,69.76000213623047,68.8927230834961,26282000.0,AOS
2023-11-01,70.08000183105469,76.9800033569336,69.16999816894531,75.36000061035156,74.7759780883789,18166800.0,AOS
2023-12-01,75.47000122070312,82.7699966430664,75.19000244140625,82.44000244140625,81.80110931396484,18623400.0,AOS
2024-01-01,81.69999694824219,82.62999725341797,76.93000030517578,77.61000061035156,77.00853729248047,20476900.0,AOS
2024-02-01,78.30000305175781,83.4800033569336,76.88999938964844,82.9000015258789,82.58119201660156,18374100.0,AOS
2024-03-01,82.54000091552734,89.95999908447266,82.51000213623047,89.45999908447266,89.115966796875,18762000.0,AOS
2024-04-01,89.33000183105469,89.7699966430664,80.63999938964844,82.83999633789062,82.52141571044922,25322400.0,AOS
2024-05-01,82.83000183105469,87.83000183105469,80.93000030517578,83.63999938964844,83.63999938964844,17065500.0,AOS
2024-06-01,83.5199966430664,83.75,80.2300033569336,81.58999633789062,81.58999633789062,4547181.0,AOS
2019-07-01,84.73999786376953,88.76000213623047,82.9000015258789,87.0999984741211,80.00758361816406,103737300.0,ABT
2019-08-01,87.18000030517578,88.05999755859375,81.36000061035156,85.31999969482422,78.66602325439453,103677800.0,ABT
2019-09-01,84.43000030517578,86.43000030517578,81.0199966430664,83.66999816894531,77.14469146728516,78671800.0,ABT
2019-10-01,84.02999877929688,84.7699966430664,78.51000213623047,83.61000061035156,77.08937072753906,111637800.0,ABT
2019-11-01,84.08999633789062,85.97000122070312,80.9000015258789,85.44999694824219,79.10171508789062,97884200.0,ABT
2019-12-01,85.56999969482422,89.23999786376953,83.2699966430664,86.86000061035156,80.406982421875,84085400.0,ABT
2020-01-01,86.05999755859375,92.44999694824219,84.01000213623047,87.13999938964844,80.66617584228516,119657000.0,ABT
2020-02-01,87.77999877929688,90.08000183105469,74.0199966430664,77.02999877929688,71.61013793945312,102112300.0,ABT
2020-03-01,77.87999725341797,84.4000015258789,61.61000061035156,78.91000366210938,73.35786437988281,311358400.0,ABT
2020-04-01,77.0,100.0,75.3499984741211,92.08999633789062,85.61051177978516,235185700.0,ABT
2020-05-01,91.0,96.68000030517578,88.02999877929688,94.91999816894531,88.61297607421875,143620300.0,ABT
2020-06-01,92.94999694824219,93.95999908447266,86.16000366210938,91.43000030517578,85.3548583984375,141992200.0,ABT
2020-07-01,91.9800033569336,102.88999938964844,90.43000030517578,100.63999938964844,93.95289611816406,104582100.0,ABT
2020-08-01,101.08000183105469,114.19999694824219,98.66999816894531,109.47000122070312,102.59293365478516,121421000.0,ABT
2020-09-01,108.93000030517578,109.91000366210938,100.33999633789062,108.83000183105469,101.99315643310547,111435100.0,ABT
